3.996916e+002;0.000000e+000
4.001737e+002;#NaN
4.006559e+002;#NaN
4.011380e+002;#NaN
4.016201e+002;#NaN
4.021023e+002;#NaN
4.025844e+002;#NaN
4.030666e+002;#NaN
4.035487e+002;#NaN
4.040308e+002;#NaN
4.045130e+002;#NaN
4.049951e+002;#NaN
4.054772e+002;#NaN
4.059594e+002;#NaN
4.064415e+002;#NaN
4.069236e+002;#NaN
4.074058e+002;#NaN
4.078879e+002;#NaN
4.083701e+002;#NaN
4.088522e+002;#NaN
4.093343e+002;#NaN
4.098165e+002;#NaN
4.102986e+002;#NaN
4.107807e+002;#NaN
4.112629e+002;#NaN
4.117450e+002;#NaN
4.122271e+002;#NaN
4.127093e+002;#NaN
4.131914e+002;#NaN
4.136736e+002;#NaN
4.141557e+002;#NaN
4.146378e+002;#NaN
4.151200e+002;#NaN
4.156021e+002;#NaN
4.160843e+002;#NaN
4.165664e+002;#NaN
4.170485e+002;#NaN
4.175307e+002;#NaN
4.180128e+002;#NaN
4.184949e+002;#NaN
4.189771e+002;#NaN
4.194592e+002;#NaN
4.199413e+002;#NaN
4.204235e+002;#NaN
4.209056e+002;#NaN
4.213878e+002;#NaN
4.218699e+002;#NaN
4.223520e+002;#NaN
4.228342e+002;#NaN
4.233163e+002;#NaN
4.237984e+002;#NaN
4.242806e+002;#NaN
4.247627e+002;#NaN
4.252448e+002;#NaN
4.257270e+002;#NaN
4.262091e+002;#NaN
4.266913e+002;#NaN
4.271734e+002;#NaN
4.276555e+002;#NaN
4.281377e+002;#NaN
4.286198e+002;#NaN
4.291020e+002;#NaN
4.295841e+002;#NaN
4.300662e+002;#NaN
4.305484e+002;#NaN
4.310305e+002;#NaN
4.315126e+002;#NaN
4.319948e+002;#NaN
4.324769e+002;#NaN
4.329590e+002;#NaN
4.334412e+002;#NaN
4.339233e+002;#NaN
4.344055e+002;#NaN
4.348876e+002;#NaN
4.353697e+002;#NaN
4.358519e+002;#NaN
4.363340e+002;#NaN
4.368161e+002;#NaN
4.372983e+002;#NaN
4.377804e+002;#NaN
4.382625e+002;#NaN
4.387447e+002;#NaN
4.392268e+002;#NaN
4.397090e+002;#NaN
4.401911e+002;#NaN
4.406732e+002;#NaN
4.411554e+002;#NaN
4.416375e+002;#NaN
4.421196e+002;#NaN
4.426018e+002;#NaN
4.430839e+002;#NaN
4.435660e+002;#NaN
4.440482e+002;#NaN
4.445303e+002;#NaN
4.450125e+002;#NaN
4.454946e+002;#NaN
4.459767e+002;#NaN
4.464589e+002;#NaN
4.469410e+002;#NaN
4.474232e+002;#NaN
4.479053e+002;#NaN
4.483874e+002;#NaN
4.488696e+002;#NaN
4.493517e+002;#NaN
4.498338e+002;#NaN
4.503160e+002;#NaN
4.507981e+002;#NaN
4.512802e+002;#NaN
4.517624e+002;#NaN
4.522445e+002;#NaN
4.527267e+002;#NaN
4.532088e+002;#NaN
4.536909e+002;#NaN
4.541731e+002;#NaN
4.546552e+002;#NaN
4.551373e+002;#NaN
4.556195e+002;#NaN
4.561016e+002;#NaN
4.565837e+002;#NaN
4.570659e+002;#NaN
4.575480e+002;#NaN
4.580302e+002;#NaN
4.585123e+002;#NaN
4.589944e+002;#NaN
4.594766e+002;#NaN
4.599587e+002;#NaN
4.604409e+002;#NaN
4.609230e+002;#NaN
4.614051e+002;#NaN
4.618873e+002;#NaN
4.623694e+002;#NaN
4.628515e+002;#NaN
4.633337e+002;#NaN
4.638158e+002;#NaN
4.642979e+002;#NaN
4.647801e+002;#NaN
4.652622e+002;#NaN
4.657444e+002;#NaN
4.662265e+002;#NaN
4.667086e+002;#NaN
4.671908e+002;#NaN
4.676729e+002;#NaN
4.681550e+002;#NaN
4.686372e+002;#NaN
4.691193e+002;#NaN
4.696014e+002;#NaN
4.700836e+002;#NaN
4.705657e+002;#NaN
4.710479e+002;#NaN
4.715300e+002;#NaN
4.720121e+002;#NaN
4.724943e+002;#NaN
4.729764e+002;#NaN
4.734586e+002;#NaN
4.739407e+002;#NaN
4.744228e+002;#NaN
4.749050e+002;#NaN
4.753871e+002;#NaN
4.758692e+002;#NaN
4.763514e+002;#NaN
4.768335e+002;#NaN
4.773156e+002;#NaN
4.777978e+002;#NaN
4.782799e+002;#NaN
4.787621e+002;#NaN
4.792442e+002;#NaN
4.797263e+002;#NaN
4.802085e+002;#NaN
4.806906e+002;#NaN
4.811727e+002;#NaN
4.816549e+002;#NaN
4.821370e+002;#NaN
4.826191e+002;#NaN
4.831013e+002;#NaN
4.835834e+002;#NaN
4.840656e+002;#NaN
4.845477e+002;#NaN
4.850298e+002;#NaN
4.855120e+002;#NaN
4.859941e+002;#NaN
4.864763e+002;#NaN
4.869584e+002;#NaN
4.874405e+002;#NaN
4.879227e+002;#NaN
4.884048e+002;#NaN
4.888869e+002;#NaN
4.893691e+002;#NaN
4.898512e+002;#NaN
4.903333e+002;#NaN
4.908155e+002;#NaN
4.912976e+002;#NaN
4.917798e+002;#NaN
4.922619e+002;#NaN
4.927440e+002;#NaN
4.932262e+002;#NaN
4.937083e+002;#NaN
4.941904e+002;#NaN
4.946726e+002;#NaN
4.951547e+002;#NaN
4.956368e+002;#NaN
4.961190e+002;#NaN
4.966011e+002;#NaN
4.970833e+002;#NaN
4.975654e+002;#NaN
4.980475e+002;#NaN
4.985297e+002;#NaN
4.990118e+002;#NaN
4.994940e+002;#NaN
4.999761e+002;#NaN
5.004582e+002;#NaN
5.009404e+002;#NaN
5.014225e+002;#NaN
5.019046e+002;#NaN
5.023868e+002;#NaN
5.028689e+002;#NaN
5.033510e+002;#NaN
5.038332e+002;#NaN
5.043153e+002;#NaN
5.047975e+002;#NaN
5.052796e+002;#NaN
5.057617e+002;#NaN
5.062439e+002;#NaN
5.067260e+002;#NaN
5.072081e+002;#NaN
5.076903e+002;#NaN
5.081724e+002;#NaN
5.086545e+002;#NaN
5.091367e+002;#NaN
5.096188e+002;#NaN
5.101010e+002;#NaN
5.105831e+002;#NaN
5.110652e+002;#NaN
5.115474e+002;#NaN
5.120295e+002;#NaN
5.125117e+002;#NaN
5.129938e+002;#NaN
5.134760e+002;#NaN
5.139581e+002;#NaN
5.144402e+002;#NaN
5.149224e+002;#NaN
5.154045e+002;#NaN
5.158866e+002;#NaN
5.163688e+002;#NaN
5.168509e+002;#NaN
5.173330e+002;#NaN
5.178152e+002;#NaN
5.182973e+002;#NaN
5.187794e+002;#NaN
5.192616e+002;#NaN
5.197437e+002;#NaN
5.202258e+002;#NaN
5.207080e+002;#NaN
5.211901e+002;#NaN
5.216722e+002;#NaN
5.221544e+002;#NaN
5.226365e+002;#NaN
5.231187e+002;#NaN
5.236008e+002;#NaN
5.240829e+002;#NaN
5.245651e+002;#NaN
5.250472e+002;#NaN
5.255294e+002;#NaN
5.260115e+002;#NaN
5.264937e+002;#NaN
5.269758e+002;#NaN
5.274579e+002;#NaN
5.279401e+002;#NaN
5.284222e+002;#NaN
5.289043e+002;#NaN
5.293865e+002;#NaN
5.298686e+002;#NaN
5.303507e+002;#NaN
5.308329e+002;#NaN
5.313150e+002;#NaN
5.317971e+002;#NaN
5.322793e+002;#NaN
5.327614e+002;#NaN
5.332435e+002;#NaN
5.337257e+002;#NaN
5.342078e+002;#NaN
5.346899e+002;#NaN
5.351721e+002;#NaN
5.356542e+002;#NaN
5.361364e+002;#NaN
5.366185e+002;#NaN
5.371006e+002;#NaN
5.375828e+002;#NaN
5.380649e+002;#NaN
5.385471e+002;#NaN
5.390292e+002;#NaN
5.395114e+002;#NaN
5.399935e+002;#NaN
5.404756e+002;#NaN
5.409578e+002;#NaN
5.414399e+002;#NaN
5.419220e+002;#NaN
5.424042e+002;#NaN
5.428863e+002;#NaN
5.433684e+002;#NaN
5.438506e+002;#NaN
5.443327e+002;#NaN
5.448148e+002;#NaN
5.452970e+002;#NaN
5.457791e+002;#NaN
5.462612e+002;#NaN
5.467434e+002;#NaN
5.472255e+002;#NaN
5.477076e+002;#NaN
5.481898e+002;#NaN
5.486719e+002;#NaN
5.491541e+002;#NaN
5.496362e+002;#NaN
5.501183e+002;#NaN
5.506005e+002;#NaN
5.510826e+002;#NaN
5.515648e+002;#NaN
5.520469e+002;#NaN
5.525291e+002;#NaN
5.530112e+002;#NaN
5.534933e+002;#NaN
5.539755e+002;#NaN
5.544576e+002;#NaN
5.549397e+002;#NaN
5.554219e+002;#NaN
5.559040e+002;#NaN
5.563861e+002;#NaN
5.568683e+002;#NaN
5.573504e+002;#NaN
5.578325e+002;#NaN
5.583147e+002;#NaN
5.587968e+002;#NaN
5.592789e+002;#NaN
5.597611e+002;#NaN
5.602432e+002;#NaN
5.607253e+002;#NaN
5.612075e+002;#NaN
5.616896e+002;#NaN
5.621718e+002;#NaN
5.626539e+002;#NaN
5.631360e+002;#NaN
5.636182e+002;#NaN
5.641003e+002;#NaN
5.645825e+002;#NaN
5.650646e+002;#NaN
5.655468e+002;#NaN
5.660289e+002;#NaN
5.665110e+002;#NaN
5.669932e+002;#NaN
5.674753e+002;#NaN
5.679574e+002;#NaN
5.684396e+002;#NaN
5.689217e+002;#NaN
5.694038e+002;#NaN
5.698860e+002;#NaN
5.703681e+002;#NaN
5.708502e+002;#NaN
5.713324e+002;#NaN
5.718145e+002;#NaN
5.722966e+002;#NaN
5.727787e+002;#NaN
5.732609e+002;#NaN
5.737430e+002;#NaN
5.742252e+002;#NaN
5.747073e+002;#NaN
5.751895e+002;#NaN
5.756716e+002;#NaN
5.761537e+002;#NaN
5.766359e+002;#NaN
5.771180e+002;#NaN
5.776002e+002;#NaN
5.780823e+002;#NaN
5.785644e+002;#NaN
5.790466e+002;#NaN
5.795287e+002;#NaN
5.800108e+002;#NaN
5.804930e+002;#NaN
5.809751e+002;#NaN
5.814572e+002;#NaN
5.819394e+002;#NaN
5.824215e+002;#NaN
5.829036e+002;#NaN
5.833858e+002;#NaN
5.838679e+002;#NaN
5.843500e+002;#NaN
5.848322e+002;#NaN
5.853143e+002;#NaN
5.857964e+002;#NaN
5.862786e+002;#NaN
5.867607e+002;#NaN
5.872429e+002;#NaN
5.877250e+002;#NaN
5.882072e+002;#NaN
5.886893e+002;#NaN
5.891714e+002;#NaN
5.896536e+002;#NaN
5.901357e+002;#NaN
5.906179e+002;#NaN
5.911000e+002;#NaN
5.915821e+002;#NaN
5.920643e+002;#NaN
5.925464e+002;#NaN
5.930285e+002;#NaN
5.935107e+002;#NaN
5.939928e+002;#NaN
5.944749e+002;#NaN
5.949571e+002;#NaN
5.954392e+002;#NaN
5.959213e+002;#NaN
5.964035e+002;#NaN
5.968856e+002;#NaN
5.973677e+002;#NaN
5.978499e+002;#NaN
5.983320e+002;#NaN
5.988141e+002;#NaN
5.992963e+002;#NaN
5.997784e+002;#NaN
6.002606e+002;#NaN
6.007427e+002;#NaN
6.012249e+002;#NaN
6.017070e+002;#NaN
6.021891e+002;#NaN
6.026713e+002;#NaN
6.031534e+002;#NaN
6.036356e+002;#NaN
6.041177e+002;#NaN
6.045998e+002;#NaN
6.050820e+002;#NaN
6.055641e+002;#NaN
6.060462e+002;#NaN
6.065284e+002;#NaN
6.070105e+002;#NaN
6.074926e+002;#NaN
6.079748e+002;#NaN
6.084569e+002;#NaN
6.089390e+002;#NaN
6.094212e+002;#NaN
6.099033e+002;#NaN
